"","suc","fechas","flujo_efe"
"11133",19,2021-11-29,-19337458.7026753
"11134",19,2021-11-30,-20009826.2431826
"11135",19,2021-12-01,-16293810.0667457
"11136",19,2021-12-02,-18289738.5931823
"11137",19,2021-12-03,-19080382.4725856
"11138",19,2021-12-04,-16163697.0221955
"11139",19,2021-12-05,-17325850.2736266
"11140",19,2021-12-06,-18419459.6437216
"11141",19,2021-12-07,-19297495.4442971
"11142",19,2021-12-08,-17124575.7515513
"11143",19,2021-12-09,-17982894.4314448
"11144",19,2021-12-10,-19561897.0932005
"11145",19,2021-12-11,-17397535.466869
"11146",19,2021-12-12,-19559237.0495762
"11147",19,2021-12-13,-19925008.4789533
"11148",19,2021-12-14,-21771140.9718783
"11149",19,2021-12-15,-19040521.1484879
"11150",19,2021-12-16,-16894116.000946
"11151",19,2021-12-17,-19109282.502876
"11152",19,2021-12-18,-19539583.333494
"11153",19,2021-12-19,-19633950.1778435
"11154",19,2021-12-20,-20024314.3347813
"11155",19,2021-12-21,-20292931.9945749
"11156",19,2021-12-22,-18121754.3260437
"11157",19,2021-12-23,-19115600.4668611
"11158",19,2021-12-24,-18471842.6453165
"11159",19,2021-12-25,-19043665.5135485
"11160",19,2021-12-26,-16932612.9592474
"11161",19,2021-12-27,-15251405.4307381
"11162",19,2021-12-28,-14871057.4761336
"11163",19,2021-12-29,-17916468.1358779
"11164",19,2021-12-30,-19641127.186684
"11165",19,2021-12-31,-21176939.8338039
"11166",19,2022-01-01,-20701377.3133803
"11167",19,2022-01-02,-19973663.8791512
"11168",19,2022-01-03,-20501537.7789837
"11169",19,2022-01-04,-16384913.9594913
"11170",19,2022-01-05,-15737660.1001041
"11171",19,2022-01-06,-17911134.6845528
"11172",19,2022-01-07,-18080561.7242463
"11173",19,2022-01-08,-18170676.9835394
"11174",19,2022-01-09,-16955105.7046204
"11175",19,2022-01-10,-21484651.4180607
"11176",19,2022-01-11,-21780607.9225012
"11177",19,2022-01-12,-18613471.1908595
"11178",19,2022-01-13,-18804494.792967
"11179",19,2022-01-14,-17984565.3291032
"11180",19,2022-01-15,-16971107.1615101
"11181",19,2022-01-16,-19381214.6627412
"11182",19,2022-01-17,-18534463.0137113
"11183",19,2022-01-18,-18349623.7476654
"11184",19,2022-01-19,-19548567.6284831
"11185",19,2022-01-20,-17987472.4480983
"11186",19,2022-01-21,-18828239.0255488
"11187",19,2022-01-22,-21754028.6887194
"11188",19,2022-01-23,-19781696.7781302
"11189",19,2022-01-24,-18937531.7884406
"11190",19,2022-01-25,-19865200.7420174
"11191",19,2022-01-26,-20128757.7271655
"11192",19,2022-01-27,-20094404.7116803
"11193",19,2022-01-28,-18233475.6610515
"11194",19,2022-01-29,-20563714.2038651
"11195",19,2022-01-30,-20141374.6765501
"11196",19,2022-01-31,-19587550.6179461
"11197",19,2022-02-01,-19550453.8912053
"11198",19,2022-02-02,-20484411.6862924
"11199",19,2022-02-03,-19815269.1755629
"11200",19,2022-02-04,-20647670.0572242
"11201",19,2022-02-05,-20437737.0665653
"11202",19,2022-02-06,-23286913.4001123
"11203",19,2022-02-07,-19442254.656645
"11204",19,2022-02-08,-20026543.3452215
"11205",19,2022-02-09,-20940468.4077345
"11206",19,2022-02-10,-19423032.9423766
"11207",19,2022-02-11,-19348353.7945779
"11208",19,2022-02-12,-16382457.8789356
"11209",19,2022-02-13,-16593126.5350253
"11210",19,2022-02-14,-18762046.5983408
"11211",19,2022-02-15,-19840262.079058
"11212",19,2022-02-16,-20984144.6718272
"11213",19,2022-02-17,-22465008.9551137
"11214",19,2022-02-18,-20599627.6295556
"11215",19,2022-02-19,-16709538.6725906
"11216",19,2022-02-20,-17201855.5040951
"11217",19,2022-02-21,-19690086.9048912
"11218",19,2022-02-22,-21541543.7335679
"11219",19,2022-02-23,-19994759.5663351
"11220",19,2022-02-24,-18707040.0813427
"11221",19,2022-02-25,-18213821.4410559
"11222",19,2022-02-26,-19076226.9413355
"11223",19,2022-02-27,-20270308.3157637
"11224",19,2022-02-28,-18809869.182961
"11225",19,2022-03-01,-20019130.3696714
"11226",19,2022-03-02,-19447378.8314449
"11227",19,2022-03-03,-18858498.9229854
"11228",19,2022-03-04,-17001658.8483818
"11229",19,2022-03-05,-15412867.4201436
"11230",19,2022-03-06,-20727745.6011718
"11231",19,2022-03-07,-16915632.6139256
"11232",19,2022-03-08,-19084396.3631785
"11233",19,2022-03-09,-18356885.9890662
"11234",19,2022-03-10,-15865245.3140049
"11235",19,2022-03-11,-17901958.2031636
"11236",19,2022-03-12,-20059655.8506751
"11237",19,2022-03-13,-20208007.5551496
"11238",19,2022-03-14,-19624885.2715145
"11239",19,2022-03-15,-19141868.9755335
"11240",19,2022-03-16,-18152183.497665
"11241",19,2022-03-17,-17942536.8031259
"11242",19,2022-03-18,-19370541.1639935
"11243",19,2022-03-19,-16667354.0058431
"11244",19,2022-03-20,-19770900.6864528
"11245",19,2022-03-21,-17657221.9115496
"11246",19,2022-03-22,-17963008.7407159
"11247",19,2022-03-23,-18803707.942609
"11248",19,2022-03-24,-16668360.1799807
"11249",19,2022-03-25,-18328912.726952
"11250",19,2022-03-26,-18305093.4876334
"11251",19,2022-03-27,-18456677.2456741
"11252",19,2022-03-28,-16406248.6100591
"11253",19,2022-03-29,-19477170.8169492
"11254",19,2022-03-30,-20608174.6389851
"11255",19,2022-03-31,-21730417.3800512
"11256",19,2022-04-01,-17424353.8793155
"11257",19,2022-04-02,-16047026.5800418
"11258",19,2022-04-03,-20095011.8555002
"11259",19,2022-04-04,-23120432.144391
"11260",19,2022-04-05,-19879164.9961533
"11261",19,2022-04-06,-17241989.7105768
"11262",19,2022-04-07,-20587049.1566594
"11263",19,2022-04-08,-21006308.0916879
"11264",19,2022-04-09,-19059963.6075344
"11265",19,2022-04-10,-19879163.6842058
"11266",19,2022-04-11,-20511510.7607482
"11267",19,2022-04-12,-18991606.6947215
"11268",19,2022-04-13,-20789564.6194498
"11269",19,2022-04-14,-20403134.2216823
"11270",19,2022-04-15,-18705326.7641047
"11271",19,2022-04-16,-18567471.4726493
"11272",19,2022-04-17,-18996184.7976663
"11273",19,2022-04-18,-17276082.935721
"11274",19,2022-04-19,-21622230.8131686
"11275",19,2022-04-20,-19643885.9793131
"11276",19,2022-04-21,-17836069.069891
"11277",19,2022-04-22,-18279101.7515499
"11278",19,2022-04-23,-16092239.2484706
"11279",19,2022-04-24,-17043988.3808964
"11280",19,2022-04-25,-18626204.3819225
"11281",19,2022-04-26,-18253661.4342985
"11282",19,2022-04-27,-18205634.0640354
"11283",19,2022-04-28,-17720348.2285258
"11284",19,2022-04-29,-17903147.1376523
"11285",19,2022-04-30,-18744964.8095547
"11286",19,2022-05-01,-19112984.6714741
"11287",19,2022-05-02,-19960849.574248
"11288",19,2022-05-03,-16958676.1469468
"11289",19,2022-05-04,-17792498.8438458
"11290",19,2022-05-05,-15526391.7246832
"11291",19,2022-05-06,-16947160.4012203
"11292",19,2022-05-07,-17675048.2327541
"11293",19,2022-05-08,-18203784.7808085
"11294",19,2022-05-09,-20860776.9965078
"11295",19,2022-05-10,-18268903.487263
"11296",19,2022-05-11,-15738932.1505699
"11297",19,2022-05-12,-17797588.734887
"11298",19,2022-05-13,-20006871.6765977
"11299",19,2022-05-14,-18590390.4206364
"11300",19,2022-05-15,-19094880.3403167
"11301",19,2022-05-16,-19652283.2419084
"11302",19,2022-05-17,-22579591.2729574
"11303",19,2022-05-18,-23955215.8174653
"11304",19,2022-05-19,-18712335.8408612
"11305",19,2022-05-20,-20071331.0375571
"11306",19,2022-05-21,-20087482.6200465
"11307",19,2022-05-22,-18962159.7416344
"11308",19,2022-05-23,-19082943.8460868
"11309",19,2022-05-24,-17711078.9261778
"11310",19,2022-05-25,-18462773.7055873
"11311",19,2022-05-26,-19527742.3336339
"11312",19,2022-05-27,-20575711.738059
"11313",19,2022-05-28,-17441011.1176637
"11314",19,2022-05-29,-16794546.9919086
"11315",19,2022-05-30,-18350807.3564889
"11316",19,2022-05-31,-18185801.465589
"11317",19,2022-06-01,-17525734.206086
"11318",19,2022-06-02,-16150311.124463
"11319",19,2022-06-03,-21516507.7581797
"11320",19,2022-06-04,-19265226.163891
"11321",19,2022-06-05,-19172308.3881299
"11322",19,2022-06-06,-18408924.2739674
"11323",19,2022-06-07,-19151168.6097499
"11324",19,2022-06-08,-21427823.0165914
"11325",19,2022-06-09,-20338087.2410603
"11326",19,2022-06-10,-20450890.5114991
"11327",19,2022-06-11,-22824985.1082669
"11328",19,2022-06-12,-19868640.0960194
"11329",19,2022-06-13,-19694827.1102458
"11330",19,2022-06-14,-20151140.739162
"11331",19,2022-06-15,-19724370.970547
"11332",19,2022-06-16,-20577564.556249
"11333",19,2022-06-17,-19789704.5093594
"11334",19,2022-06-18,-18062388.2339811
"11335",19,2022-06-19,-15643793.7834067
"11336",19,2022-06-20,-17742319.2138047
"11337",19,2022-06-21,-21493135.7167888
"11338",19,2022-06-22,-21187871.4807789
"11339",19,2022-06-23,-17803128.335977
"11340",19,2022-06-24,-16893109.1468247
"11341",19,2022-06-25,-14940886.3650214
"11342",19,2022-06-26,-17119714.0231232
"11343",19,2022-06-27,-18606900.8635117
"11344",19,2022-06-28,-18116782.1912819
"11345",19,2022-06-29,-14985688.8398399
"11346",19,2022-06-30,-17461855.9618616
"11347",19,2022-07-01,-21166142.671043
"11348",19,2022-07-02,-18860138.1885918
"11349",19,2022-07-03,-22094430.0406302
"11350",19,2022-07-04,-21981677.5319648
"11351",19,2022-07-05,-18517192.1589641
"11352",19,2022-07-06,-17749942.5159865
"11353",19,2022-07-07,-17151072.4116552
"11354",19,2022-07-08,-14563094.9167669
"11355",19,2022-07-09,-16255654.5035057
"11356",19,2022-07-10,-18872214.577759
"11357",19,2022-07-11,-19330424.3051005
"11358",19,2022-07-12,-18951266.2158937
"11359",19,2022-07-13,-18676805.6532597
"11360",19,2022-07-14,-20099982.5745149
"11361",19,2022-07-15,-21375181.3231552
"11362",19,2022-07-16,-19302037.3822896
"11363",19,2022-07-17,-17561108.7402099
"11364",19,2022-07-18,-15165808.8121274
"11365",19,2022-07-19,-16330416.817699
"11366",19,2022-07-20,-19485877.9279659
"11367",19,2022-07-21,-20070233.944645
"11368",19,2022-07-22,-19643676.6012378
"11369",19,2022-07-23,-19564723.8672515
"11370",19,2022-07-24,-18544354.0807604
"11371",19,2022-07-25,-18943023.1526762
"11372",19,2022-07-26,-20560674.0464791
"11373",19,2022-07-27,-19346855.2919428
"11374",19,2022-07-28,-17618464.1442687
"11375",19,2022-07-29,-17775992.1600216
"11376",19,2022-07-30,-17739882.5775429
"11377",19,2022-07-31,-19676393.2856189
"11378",19,2022-08-01,-18809640.6591959
"11379",19,2022-08-02,-17427486.5402819
"11380",19,2022-08-03,-18736245.4388219
"11381",19,2022-08-04,-17446448.8626789
"11382",19,2022-08-05,-18467291.3790069
"11383",19,2022-08-06,-18291643.7248482
"11384",19,2022-08-07,-19670780.0435649
"11385",19,2022-08-08,-20310094.6750857
"11386",19,2022-08-09,-19725748.6262345
"11387",19,2022-08-10,-20535338.9927721
"11388",19,2022-08-11,-17812039.0937063
"11389",19,2022-08-12,-16765139.3099023
"11390",19,2022-08-13,-19011634.2214723
"11391",19,2022-08-14,-20039737.6869091
"11392",19,2022-08-15,-18681428.4525994
"11393",19,2022-08-16,-20512499.0751792
"11394",19,2022-08-17,-19011090.531199
"11395",19,2022-08-18,-17855526.0187408
"11396",19,2022-08-19,-20204708.1419532
"11397",19,2022-08-20,-20342579.4030185
"11398",19,2022-08-21,-18626352.8660674
"11399",19,2022-08-22,-19228396.798365
"11400",19,2022-08-23,-20589975.68232
"11401",20,2021-01-01,8779711.90080563
"11402",20,2021-01-02,8579664.83889134
"11403",20,2021-01-03,7836130.66265952
"11404",20,2021-01-04,4487164.52476079
"11405",20,2021-01-05,-12531159.5182783
"11406",20,2021-01-06,-16739993.7017905
"11407",20,2021-01-07,-21034803.9681013
"11408",20,2021-01-08,-28618513.9759594
"11409",20,2021-01-09,-23060800.937199
"11410",20,2021-01-10,-21145088.5897867
"11411",20,2021-01-11,-20500262.3204909
"11412",20,2021-01-12,-25127379.9193431
"11413",20,2021-01-13,-25085986.8168752
"11414",20,2021-01-14,-32154435.0686652
"11415",20,2021-01-15,-26754044.8288733
"11416",20,2021-01-16,-27007989.2445445
"11417",20,2021-01-17,-21812866.9338271
"11418",20,2021-01-18,-20541575.7454408
"11419",20,2021-01-19,-20287820.7074919
"11420",20,2021-01-20,-12825105.8944229
"11421",20,2021-01-21,-14182743.6010131
"11422",20,2021-01-22,-13472729.1304431
"11423",20,2021-01-23,-22903462.6550828
"11424",20,2021-01-24,-21824281.9986954
"11425",20,2021-01-25,-18816797.1038315
"11426",20,2021-01-26,-5960474.34417458
"11427",20,2021-01-27,-4868416.83498686
"11428",20,2021-01-28,-15915177.5182591
"11429",20,2021-01-29,-10708480.6722634
"11430",20,2021-01-30,-12725420.5009751
"11431",20,2021-01-31,-8290893.20882693
"11432",20,2021-02-01,-4684381.97656249
"11433",20,2021-02-02,-10091793.6571573
"11434",20,2021-02-03,-9446072.42179675
"11435",20,2021-02-04,-11747254.1196449
"11436",20,2021-02-05,-4271587.83056492
"11437",20,2021-02-06,-2628783.53809869
"11438",20,2021-02-07,-3786942.89513348
"11439",20,2021-02-08,274263.617020654
"11440",20,2021-02-09,-6227997.9635951
"11441",20,2021-02-10,-9050806.22121821
"11442",20,2021-02-11,-10572945.6788814
"11443",20,2021-02-12,-14458742.9051874
"11444",20,2021-02-13,-23064113.2929935
"11445",20,2021-02-14,-23922791.5462038
"11446",20,2021-02-15,-29467522.5656732
"11447",20,2021-02-16,-18672152.7735162
"11448",20,2021-02-17,-8323769.91998129
"11449",20,2021-02-18,-15191963.1230152
"11450",20,2021-02-19,-11471013.8093751
"11451",20,2021-02-20,-21015161.4185033
"11452",20,2021-02-21,-25712265.0999277
"11453",20,2021-02-22,-24983650.0837073
"11454",20,2021-02-23,-40284198.5041876
"11455",20,2021-02-24,-35996998.1047123
"11456",20,2021-02-25,-31836217.432729
"11457",20,2021-02-26,-29895802.9728882
"11458",20,2021-02-27,-29553476.8545922
"11459",20,2021-02-28,-33496142.9498852
"11460",20,2021-03-01,-32165294.5274688
"11461",20,2021-03-02,-38266085.2508479
"11462",20,2021-03-03,-33736538.3610814
"11463",20,2021-03-04,-31222322.0795284
"11464",20,2021-03-05,-29570216.3607183
"11465",20,2021-03-06,-34878425.2560339
"11466",20,2021-03-07,-24289434.7481389
"11467",20,2021-03-08,-21219987.2065586
"11468",20,2021-03-09,-23045978.8789062
"11469",20,2021-03-10,-15191355.5029752
"11470",20,2021-03-11,-17470432.483624
"11471",20,2021-03-12,-16145163.2066334
"11472",20,2021-03-13,-21402693.2187283
"11473",20,2021-03-14,-19068345.4918981
"11474",20,2021-03-15,-26749680.1083639
"11475",20,2021-03-16,-26157054.4129308
"11476",20,2021-03-17,-32959034.8282198
"11477",20,2021-03-18,-33474915.061083
"11478",20,2021-03-19,-31877732.2432518
"11479",20,2021-03-20,-28664252.6769967
"11480",20,2021-03-21,-20877349.297603
"11481",20,2021-03-22,-20788036.4359855
"11482",20,2021-03-23,-14859485.756901
"11483",20,2021-03-24,-19050950.9318981
"11484",20,2021-03-25,-17471713.7960355
"11485",20,2021-03-26,-20294350.5270653
"11486",20,2021-03-27,-12030828.7115766
"11487",20,2021-03-28,-11310580.0680441
"11488",20,2021-03-29,-7095168.73856887
"11489",20,2021-03-30,-9484318.33688501
"11490",20,2021-03-31,-6903668.60089491
"11491",20,2021-04-01,-9748124.35623801
"11492",20,2021-04-02,-10397073.8861064
"11493",20,2021-04-03,-16658644.8333355
"11494",20,2021-04-04,-23637892.0802856
"11495",20,2021-04-05,-19975914.834389
"11496",20,2021-04-06,-13528447.6690009
"11497",20,2021-04-07,-10774170.161881
"11498",20,2021-04-08,-13523418.6459511
"11499",20,2021-04-09,-20383062.6953341
"11500",20,2021-04-10,-18853101.3915616
"11501",20,2021-04-11,-25527273.093441
"11502",20,2021-04-12,-26426424.4579369
"11503",20,2021-04-13,-24196318.7409348
"11504",20,2021-04-14,-25078185.8911446
"11505",20,2021-04-15,-26029775.8824079
"11506",20,2021-04-16,-24057864.2713749
"11507",20,2021-04-17,-32178409.1940974
"11508",20,2021-04-18,-33365008.8742579
"11509",20,2021-04-19,-32301363.1253166
"11510",20,2021-04-20,-31089838.4964528
"11511",20,2021-04-21,-37417562.2016188
"11512",20,2021-04-22,-31237518.3482268
"11513",20,2021-04-23,-28438315.5322447
"11514",20,2021-04-24,-22216960.9857705
"11515",20,2021-04-25,-26683032.059335
"11516",20,2021-04-26,-23865490.3780387
"11517",20,2021-04-27,-20466401.9720989
"11518",20,2021-04-28,-21143957.5026364
"11519",20,2021-04-29,-24298415.58937
"11520",20,2021-04-30,-22478296.5657701
"11521",20,2021-05-01,-20463575.1669152
"11522",20,2021-05-02,-24347640.9799584
"11523",20,2021-05-03,-18754945.4984924
"11524",20,2021-05-04,-23642967.4830278
"11525",20,2021-05-05,-20999509.8908649
"11526",20,2021-05-06,-17370487.8864864
"11527",20,2021-05-07,-18111397.6218376
"11528",20,2021-05-08,-24846420.7312533
"11529",20,2021-05-09,-31241464.0816805
"11530",20,2021-05-10,-26054862.131663
"11531",20,2021-05-11,-20356048.7474485
"11532",20,2021-05-12,-23978846.9305495
"11533",20,2021-05-13,-19987293.8030184
"11534",20,2021-05-14,-23423568.4805413
"11535",20,2021-05-15,-18560968.4658259
"11536",20,2021-05-16,-21977537.4089097
"11537",20,2021-05-17,-25982530.6803864
"11538",20,2021-05-18,-22826778.9531972
"11539",20,2021-05-19,-27562636.4405153
"11540",20,2021-05-20,-27829563.6218244
"11541",20,2021-05-21,-28551846.4054271
"11542",20,2021-05-22,-33004446.5766886
"11543",20,2021-05-23,-36456423.62105
"11544",20,2021-05-24,-30188911.1784876
"11545",20,2021-05-25,-29899767.499948
"11546",20,2021-05-26,-29596295.6619821
"11547",20,2021-05-27,-32726032.3320599
"11548",20,2021-05-28,-34124049.0210035
"11549",20,2021-05-29,-33085039.8608237
"11550",20,2021-05-30,-34308923.1672489
"11551",20,2021-05-31,-36297593.5537371
"11552",20,2021-06-01,-37670800.3689821
"11553",20,2021-06-02,-34361993.3018625
"11554",20,2021-06-03,-36273874.240077
"11555",20,2021-06-04,-29911959.7352718
"11556",20,2021-06-05,-31471539.1759386
"11557",20,2021-06-06,-31379137.1749275
"11558",20,2021-06-07,-34283577.1499219
"11559",20,2021-06-08,-41578542.9057395
"11560",20,2021-06-09,-36064620.7751793
"11561",20,2021-06-10,-32559019.8989119
"11562",20,2021-06-11,-26028274.5347536
"11563",20,2021-06-12,-25653482.8115025
"11564",20,2021-06-13,-24329138.3394242
"11565",20,2021-06-14,-33624613.1628128
"11566",20,2021-06-15,-31792306.5153444
"11567",20,2021-06-16,-37546726.8687832
"11568",20,2021-06-17,-35763257.7765859
"11569",20,2021-06-18,-40473615.2007564
"11570",20,2021-06-19,-36630782.9436598
"11571",20,2021-06-20,-43854519.4029277
"11572",20,2021-06-21,-46872180.9529082
"11573",20,2021-06-22,-47119360.2275509
"11574",20,2021-06-23,-49111696.3777412
"11575",20,2021-06-24,-47097360.6952028
"11576",20,2021-06-25,-46337718.1700701
"11577",20,2021-06-26,-41312877.6845069
"11578",20,2021-06-27,-40476115.3736726
"11579",20,2021-06-28,-39241075.1567726
"11580",20,2021-06-29,-40395475.6018482
"11581",20,2021-06-30,-42649300.2218243
"11582",20,2021-07-01,-43215661.1778416
"11583",20,2021-07-02,-43221789.2923907
"11584",20,2021-07-03,-42797586.6631144
"11585",20,2021-07-04,-50039583.1500726
"11586",20,2021-07-05,-46423586.1849225
"11587",20,2021-07-06,-42129263.0110851
"11588",20,2021-07-07,-39600638.55399
"11589",20,2021-07-08,-38962920.5611933
"11590",20,2021-07-09,-40534896.040883
"11591",20,2021-07-10,-37135435.0130338
"11592",20,2021-07-11,-39874144.3436498
"11593",20,2021-07-12,-51006822.9818689
"11594",20,2021-07-13,-54856015.7156093
"11595",20,2021-07-14,-53280395.9904818
"11596",20,2021-07-15,-59064010.7667739
"11597",20,2021-07-16,-56670622.388453
"11598",20,2021-07-17,-59169228.3389838
"11599",20,2021-07-18,-56167581.167945
"11600",20,2021-07-19,-52045751.5644606
"11601",20,2021-07-20,-52897463.7951834
"11602",20,2021-07-21,-50759954.9248784
"11603",20,2021-07-22,-52839117.3870676
"11604",20,2021-07-23,-50367133.0456386
"11605",20,2021-07-24,-47356274.8068351
"11606",20,2021-07-25,-46219661.9748963
"11607",20,2021-07-26,-44351879.8304237
"11608",20,2021-07-27,-44983727.6900933
"11609",20,2021-07-28,-54163465.7908465
"11610",20,2021-07-29,-55716485.6991077
"11611",20,2021-07-30,-56493765.7910738
"11612",20,2021-07-31,-62215644.5242917
"11613",20,2021-08-01,-70047753.4798057
"11614",20,2021-08-02,-64708271.8105906
"11615",20,2021-08-03,-57706063.727622
"11616",20,2021-08-04,-64735694.5022137
"11617",20,2021-08-05,-71774417.0751927
"11618",20,2021-08-06,-68857606.9986351
"11619",20,2021-08-07,-66355321.9341152
"11620",20,2021-08-08,-60198587.4543866
"11621",20,2021-08-09,-61196902.7482306
"11622",20,2021-08-10,-63803783.7752867
"11623",20,2021-08-11,-65921292.1854396
"11624",20,2021-08-12,-66413522.0858679
"11625",20,2021-08-13,-62120446.3054714
"11626",20,2021-08-14,-60310797.929474
"11627",20,2021-08-15,-61294880.9087639
"11628",20,2021-08-16,-54743747.1590022
"11629",20,2021-08-17,-52870239.3289524
"11630",20,2021-08-18,-54850946.9085657
"11631",20,2021-08-19,-57421210.0821386
"11632",20,2021-08-20,-49464388.8953164
"11633",20,2021-08-21,-50813594.2907598
"11634",20,2021-08-22,-54463287.1925205
"11635",20,2021-08-23,-51719095.4418062
"11636",20,2021-08-24,-57626492.1351148
"11637",20,2021-08-25,-58465205.740729
"11638",20,2021-08-26,-61023342.8286603
"11639",20,2021-08-27,-52288960.8035257
"11640",20,2021-08-28,-56264285.465774
"11641",20,2021-08-29,-51193230.5718226
"11642",20,2021-08-30,-58298328.3900872
"11643",20,2021-08-31,-52098545.6851761
"11644",20,2021-09-01,-56387037.1439291
"11645",20,2021-09-02,-51017546.3550816
"11646",20,2021-09-03,-58244965.1288508
"11647",20,2021-09-04,-53834682.0325155
"11648",20,2021-09-05,-58304668.8543505
"11649",20,2021-09-06,-52851439.1354702
"11650",20,2021-09-07,-55809275.2124329
"11651",20,2021-09-08,-50769388.2897643
"11652",20,2021-09-09,-47290170.2461226
"11653",20,2021-09-10,-50200373.862184
"11654",20,2021-09-11,-46682077.873922
"11655",20,2021-09-12,-43813713.7179669
"11656",20,2021-09-13,-49360667.8336293
"11657",20,2021-09-14,-44715720.067358
"11658",20,2021-09-15,-41077581.824194
"11659",20,2021-09-16,-45205651.8025314
"11660",20,2021-09-17,-44228095.5518373
"11661",20,2021-09-18,-44613644.2856451
"11662",20,2021-09-19,-45218358.5537101
"11663",20,2021-09-20,-53178039.9222827
"11664",20,2021-09-21,-51255126.8064501
"11665",20,2021-09-22,-52026838.7723425
"11666",20,2021-09-23,-51872584.3389499
"11667",20,2021-09-24,-49120808.1284197
"11668",20,2021-09-25,-46525167.262397
"11669",20,2021-09-26,-44151058.3203735
"11670",20,2021-09-27,-43478919.3521447
"11671",20,2021-09-28,-50047617.2027488
"11672",20,2021-09-29,-53096678.8969725
"11673",20,2021-09-30,-50428983.9657258
"11674",20,2021-10-01,-52113572.7930368
"11675",20,2021-10-02,-44375283.3234576
"11676",20,2021-10-03,-41466418.7893973
"11677",20,2021-10-04,-39396765.3999714
"11678",20,2021-10-05,-48402840.8354447
"11679",20,2021-10-06,-48163720.0132853
"11680",20,2021-10-07,-46771449.686945
"11681",20,2021-10-08,-44144417.8864788
"11682",20,2021-10-09,-38929471.6816342
"11683",20,2021-10-10,-38624445.0987077
"11684",20,2021-10-11,-31555757.8354093
"11685",20,2021-10-12,-34086380.9044769
"11686",20,2021-10-13,-30444046.8783473
"11687",20,2021-10-14,-40572475.2820576
"11688",20,2021-10-15,-34872314.094941
"11689",20,2021-10-16,-35048595.7368928
"11690",20,2021-10-17,-18128831.4530662
"11691",20,2021-10-18,-15640741.8551263
"11692",20,2021-10-19,-20037976.0693908
"11693",20,2021-10-20,-21139883.1120001
"11694",20,2021-10-21,-20592586.3205268
"11695",20,2021-10-22,-18959180.6253276
"11696",20,2021-10-23,-22323297.5640321
"11697",20,2021-10-24,-25891930.6683873
"11698",20,2021-10-25,-24080763.0674635
"11699",20,2021-10-26,-24596618.7989018
"11700",20,2021-10-27,-23030965.5012363
"11701",20,2021-10-28,-19876554.8658813
"11702",20,2021-10-29,-22258329.5440385
"11703",20,2021-10-30,-22810314.7857033
"11704",20,2021-10-31,-26942540.3069676
"11705",20,2021-11-01,-27456852.5874531
"11706",20,2021-11-02,-22115780.3433083
"11707",20,2021-11-03,-28680893.8336167
"11708",20,2021-11-04,-30308211.8628003
"11709",20,2021-11-05,-35512389.9406953
"11710",20,2021-11-06,-43265502.4260639
"11711",20,2021-11-07,-45698080.7011125
"11712",20,2021-11-08,-49910232.1421074
"11713",20,2021-11-09,-48513849.4513958
"11714",20,2021-11-10,-40281823.0611491
"11715",20,2021-11-11,-41722048.1701254
"11716",20,2021-11-12,-38603309.8036401
"11717",20,2021-11-13,-41781876.8967463
"11718",20,2021-11-14,-43647211.570755
"11719",20,2021-11-15,-48226747.913899
"11720",20,2021-11-16,-41283319.2468662
"11721",20,2021-11-17,-44287976.1596945
"11722",20,2021-11-18,-41372557.570501
"11723",20,2021-11-19,-37951107.8801017
"11724",20,2021-11-20,-39724760.8675685
"11725",20,2021-11-21,-32597011.8027263
"11726",20,2021-11-22,-28392291.3118909
"11727",20,2021-11-23,-23009992.9465061
"11728",20,2021-11-24,-26583108.67229
"11729",20,2021-11-25,-26580016.8125812
"11730",20,2021-11-26,-23995235.9045525
"11731",20,2021-11-27,-22284776.2378251
"11732",20,2021-11-28,-26887176.8354257
"11733",20,2021-11-29,-28522519.7844536
"11734",20,2021-11-30,-35746620.0028548
"11735",20,2021-12-01,-31058025.1345975
"11736",20,2021-12-02,-29709610.4676524
"11737",20,2021-12-03,-33963183.4443708
"11738",20,2021-12-04,-33180228.4605315
"11739",20,2021-12-05,-39437495.6832775
"11740",20,2021-12-06,-37477437.457228
"11741",20,2021-12-07,-38509545.5519656
"11742",20,2021-12-08,-30660669.9537024
"11743",20,2021-12-09,-20318080.4734566
"11744",20,2021-12-10,-14253052.3223586
"11745",20,2021-12-11,-12282957.7926175
"11746",20,2021-12-12,-6331067.57035647
"11747",20,2021-12-13,-9264284.64995721
"11748",20,2021-12-14,-9777666.22298089
"11749",20,2021-12-15,-14592074.9888936
"11750",20,2021-12-16,-10794393.0227743
"11751",20,2021-12-17,-10108161.229596
"11752",20,2021-12-18,-6990848.92933688
"11753",20,2021-12-19,-16472559.7962309
"11754",20,2021-12-20,-8761685.82261813
"11755",20,2021-12-21,-8658828.11697735
"11756",20,2021-12-22,-8466564.22625482
"11757",20,2021-12-23,-12578131.1211361
"11758",20,2021-12-24,-4906090.95606516
"11759",20,2021-12-25,-5734565.51842973
"11760",20,2021-12-26,-3546362.71591066
"11761",20,2021-12-27,194042.336500082
"11762",20,2021-12-28,3269800.8806705
"11763",20,2021-12-29,137742.542127047
"11764",20,2021-12-30,-2078413.95141717
"11765",20,2021-12-31,-917822.910760526
"11766",20,2022-01-01,6069824.06592761
"11767",20,2022-01-02,5383613.79457034
"11768",20,2022-01-03,4315983.41138037
"11769",20,2022-01-04,4802426.8756939
"11770",20,2022-01-05,10303866.9640948
"11771",20,2022-01-06,10970336.8872198
